CDS,school,districtcode,county,district,charter,stype,grades,latitude,longitude,enrolled,mn.class.size,per.Not.reported,per.NativeAmer,per.Asian,per.PI,per.Filipino,per.Hispanic,per.AfAmer,per.White,per.Twoplus,per.not_hsg,per.hsg,per.some_col,per.col_grad,per.grad_sch,per.englearn,per.freelunch,API13,API12,mean.cst.ela,per.adv.ela,per.basic.ela,mean.cst.m,per.adv.m,per.basic.m
4.36942E+13,R. I. Meyerholz Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.307115,-122.02657,762,24.58064516,0.131233596,0,85.95800525,0.262467192,0.131233596,2.230971129,0.393700787,8.13648294,2.755905512,0,1,4,20,74,11.02362205,2.76,982,978,427.65,73.5,4.5,492.05,83,3.5
4.36942E+13,William Regnart Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.303967,-122.04804,547,23.79166667,0,0.365630713,80.43875686,0.182815356,0.731261426,2.925045704,0.182815356,12.79707495,2.376599634,1,1,2,14,82,5.850091408,3.11,976,975,432.075,76.5,6,492.775,83.5,3.5
4.36942E+13,Stevens Creek Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.327309,-122.06433,622,23.92857143,0,0,69.93569132,0,0.803858521,3.697749196,0.321543408,22.82958199,2.411575563,1,1,4,23,71,6.270096463,2.89,972,973,424.075,73.5,6,486.025,84,3.75
4.36942E+13,West Valley Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.339916,-122.06073,633,22.60714286,0,0.157977883,51.02685624,0,1.421800948,3.791469194,0.789889415,36.17693523,6.63507109,0,1,3,27,68,7.109004739,2.69,956,957,410.5,61.25,9.5,472.65,73.75,4.5
4.36942E+13,William Faria Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.320649,-122.04034,654,26.16,0,0.152905199,97.09480122,0,0.152905199,0,0,2.293577982,0.305810398,1,0,1,18,81,4.434250765,0.46,999,998,447.975,84.5,1,518.275,93,0
4.36942E+13,Blue Hills Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.290067,-122.02593,495,21.5,0,0.606060606,81.41414141,0,0.404040404,2.02020202,0.404040404,12.52525253,2.626262626,0,1,4,20,76,5.252525253,2.42,950,966,419.425,67.75,6,478.7,81,5.25
4.36944E+13,Carolyn A. Clark Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.321714,-121.76937,818,26.48484848,0,0.122249389,78.2396088,0.244498778,6.968215159,5.501222494,0.366748166,5.378973105,3.178484108,1,4,11,33,51,19.68215159,4.28,963,953,422.32,71,7.6,463.44,71.4,7.4
4.36944E+13,Cadwallader Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.30653,-121.78867,389,24.3125,0.257069409,0.257069409,34.44730077,0,10.53984576,43.18766067,1.542416452,6.426735219,3.341902314,11,31,37,16,6,27.50642674,34.96,895,877,377.44,39,18.8,416.76,47,12.4
4.36944E+13,Evergreen Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.310549,-121.77794,735,25.3,0,0.136054422,76.19047619,0.408163265,4.353741497,9.115646259,0.272108844,5.850340136,3.673469388,1,7,11,35,46,17.14285714,7.21,959,953,424.66,71.2,8.4,470.48,74.6,6.2
4.36944E+13,Holly Oak Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.318755,-121.79762,685,25.32142857,0.145985401,0.437956204,37.37226277,1.459854015,10.51094891,39.8540146,3.211678832,5.109489051,1.897810219,17,36,27,16,3,31.67883212,37.81,857,867,375.78,35.2,20.6,404.56,42.6,15.8
4.36944E+13,Katherine R. Smith Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.32623,-121.82204,691,25.59259259,0.289435601,0.1447178,21.12879884,0.578871201,5.354558611,67.72793054,2.894356006,1.447178003,0.434153401,41,32,20,5,2,59.04486252,69.46,678,786,351.3,20.6,28,370.84,26.6,22.2
4.36944E+13,O. B. Whaley Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.31619,-121.8242,618,23.37931034,0.161812298,0.323624595,24.59546926,0.323624595,7.1197411,61.81229773,1.618122977,1.779935275,2.265372168,37,31,19,11,2,53.23624595,65.05,800,809,358.9,26,27.4,383.4,33.6,21.6
4.36944E+13,Cedar Grove Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.331149,-121.79364,786,25.3125,0.763358779,0.254452926,44.40203562,1.145038168,12.59541985,30.78880407,2.926208651,5.72519084,1.399491094,8,24,35,25,8,27.35368957,31.04,826,828,366.9,32.6,21.8,383.5,34.2,17.8
4.36944E+13,Laurelwood Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.302495,-121.78007,374,23.25,0.267379679,0.802139037,29.67914439,0.267379679,5.882352941,38.77005348,4.545454545,14.70588235,5.080213904,7,18,40,24,10,19.51871658,17.11,872,885,389.04,52,11.6,423.9,55,9.2
4.36944E+13,John J. Montgomery Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.307754,-121.80109,639,25.56,0.156494523,0.782472613,30.51643192,0.312989045,12.51956182,47.41784038,2.816901408,2.660406886,2.816901408,21,32,27,14,7,39.59311424,42.72,820,824,361.36,29.4,29,385.68,35,24.8
4.36944E+13,Norwood Creek Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.328194,-121.7886,704,25.14285714,0.142045455,0.142045455,56.96022727,0.426136364,9.801136364,21.73295455,0.852272727,6.818181818,3.125,4,23,30,29,15,28.69318182,20.03,886,897,392.62,49.4,16.6,424.84,55.6,10.8
4.36944E+13,Millbrook Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.319473,-121.78808,766,25.53333333,0.261096606,0.391644909,49.34725849,1.305483029,6.788511749,32.37597911,3.524804178,3.916449086,2.088772846,7,21,33,26,12,30.28720627,26.63,887,878,385.88,45,18.4,421.12,51.4,14.2
4.36944E+13,Dove Hill Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.301122,-121.80986,576,25.04347826,1.5625,0.173611111,39.0625,0.868055556,7.465277778,42.36111111,2.777777778,4.861111111,0.868055556,23,32,31,11,2,40.97222222,49.83,838,843,363.68,27.6,27.4,394.4,37.8,20.4
4.36944E+13,Silver Oak Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.284219,-121.77368,765,25.5,0.392156863,0.261437908,48.49673203,0.261437908,3.267973856,6.274509804,2.222222222,32.67973856,6.14379085,1,5,12,44,37,8.62745098,1.18,976,976,431.26,73,5.4,466.64,75.6,4.6
4.36944E+13,Tom Matsumoto Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.311971,-121.76529,862,25.35294118,0,0,85.03480278,0,4.176334107,3.944315545,0.812064965,4.176334107,1.856148492,1,1,6,27,65,11.48491879,2.78,985,988,440.5,80.6,2.4,491.72,81.8,2.8
4.36944E+13,James Franklin Smith Elementary,69435,Santa Clara,Evergreen Elementary,N,Elementary Schools (Public),K-6,37.297391,-121.78801,812,25.375,0.246305419,0.246305419,74.13793103,0.615763547,4.310344828,6.157635468,1.477832512,10.22167488,2.586206897,1,5,10,37,48,23.39901478,5.79,965,961,420.22,67.8,6.8,461.68,71.6,6
4.36945E+13,Ramblewood Elementary,69450,Santa Clara,Franklin-McKinley Elementary,N,Elementary Schools (Public),K-6,37.29512,-121.81202,428,25.17647059,0,0,58.87850467,1.869158879,5.841121495,29.20560748,0.23364486,2.570093458,1.401869159,11,19,34,28,7,42.28971963,40.19,856,882,380.68,40.8,22.6,427.14,52.6,12.4
4.36945E+13,Success Academy,69450,Santa Clara,Franklin-McKinley Elementary,N,Elementary Schools (Public),K-6,37.327423,-121.84755,283,25.72727273,0,0,21.20141343,0,4.593639576,70.3180212,2.120141343,0.706713781,1.060070671,32,34,22,10,1,45.22968198,61.65777778,809,810,349.4857143,23.71428571,24,377.5833333,28.5,19.16666667
4.36945E+13,Franklin Elementary,69450,Santa Clara,Franklin-McKinley Elementary,N,Elementary Schools (Public),K-6,37.305472,-121.8511,858,26,0.116550117,0,49.53379953,0.34965035,1.048951049,43.82284382,2.680652681,1.631701632,0.815850816,20,39,23,13,4,55.12820513,64.57,851,845,366.64,29.2,25.8,407.3,44.8,13.8
4.36945E+13,G. W. Hellyer Elementary,69450,Santa Clara,Franklin-McKinley Elementary,N,Elementary Schools (Public),K-6,37.284409,-121.81964,466,25.88888889,0.214592275,0.214592275,33.47639485,0.429184549,2.575107296,59.87124464,2.789699571,0.214592275,0.214592275,19,34,26,16,5,45.49356223,60.09,828,819,357.68,27,27.6,400.74,41.2,18.6
4.36945E+13,Captain Jason M. Dahl Elementary,69450,Santa Clara,Franklin-McKinley Elementary,N,Elementary Schools (Public),K-6,37.288651,-121.83956,693,24.75,0,0.432900433,24.67532468,0.432900433,2.453102453,66.81096681,1.731601732,2.453102453,1.01010101,28,39,21,8,4,58.2972583,66.23,760,769,341.32,17.6,30.4,366.8,28.2,21.2
4.36945E+13,McKinley Elementary,69450,Santa Clara,Franklin-McKinley Elementary,N,Elementary Schools (Public),K-6,37.337493,-121.86084,457,24.05263158,0,0.218818381,7.439824945,0.437636761,2.188183807,88.6214442,0.218818381,0.875273523,0,40,44,8,5,3,76.36761488,73.09,691,728,327.88,10.2,35.8,363.5,24.8,25.8
4.36945E+13,Santee Elementary,69450,Santa Clara,Franklin-McKinley Elementary,N,Elementary Schools (Public),K-6,37.328041,-121.84669,447,26.29411765,0.67114094,0,15.65995526,0,1.118568233,81.65548098,0.67114094,0.223713647,0,52,33,10,3,2,76.06263982,82.33,701,697,325.98,11.8,29.6,347.9,20.8,26
4.36945E+13,Robert F. Kennedy Elementary,69450,Santa Clara,Franklin-McKinley Elementary,N,Elementary Schools (Public),K-6,37.325685,-121.85126,619,25.79166667,0.323101777,0,30.69466882,0.161550889,4.846526656,61.87399031,0.646203554,0.646203554,0.807754443,28,41,14,13,4,60.90468498,61.39,800,773,350.6,23.4,24,379.32,34.2,19
4.36945E+13,Stonegate Elementary,69450,Santa Clara,Franklin-McKinley Elementary,N,Elementary Schools (Public),K-6,37.30849,-121.83634,615,24.6,0.162601626,0,47.15447154,0.162601626,6.016260163,41.62601626,1.300813008,1.300813008,2.276422764,17,30,26,21,5,51.54471545,54.47,860,846,368.34,31,21.8,403.14,42.4,17.2
4.36945E+13,Jeanne R. Meadows Elementary,69450,Santa Clara,Franklin-McKinley Elementary,N,Elementary Schools (Public),K-6,37.320982,-121.83961,546,24.91304348,0,0.183150183,23.62637363,0,8.791208791,63.73626374,1.282051282,1.098901099,1.282051282,22,37,20,15,6,50.18315018,52.56,825,770,344.9428571,22.42857143,22.71428571,368.9833333,27.83333333,17
4.36952E+13,Almond Elementary,69518,Santa Clara,Los Altos Elementary,N,Elementary Schools (Public),K-6,37.384981,-122.1018,540,44.5,0.37037037,0.185185185,32.22222222,0,0.37037037,15.37037037,0,41.85185185,9.62962963,5,5,3,16,72,18.88888889,9.81,955,954,417.68,68.8,7.8,462.78,70.4,5.2
4.36952E+13,Covington Elementary,69518,Santa Clara,Los Altos Elementary,N,Elementary Schools (Public),K-6,37.371587,-122.10659,500,38.61290323,1,0.6,32.6,0.4,0.4,5.2,0.4,48,11.4,0,1,2,24,73,12.8,2.6,975,981,447.02,81.6,2.2,487.86,81.6,3.4
4.36952E+13,Gardner Bullis Elementary,69518,Santa Clara,Los Altos Elementary,N,Elementary Schools (Public),K-6,37.38204,-122.12862,321,36.04347826,0.62305296,0,20.56074766,0,0,3.115264798,0,65.10903427,10.59190031,0,0,1,19,80,6.542056075,1.25,947,958,424.78,72.6,4.8,445.88,62.8,8
4.36952E+13,Loyola Elementary,69518,Santa Clara,Los Altos Elementary,N,Elementary Schools (Public),K-6,37.361392,-122.09338,573,40.7027027,0.872600349,0,26.35253054,0,0,3.490401396,0.523560209,56.02094241,12.7399651,0,0,2,24,74,6.980802792,0.7,954,965,423.48,71.2,5.6,465.74,72.6,5.6
4.36952E+13,Oak Avenue Elementary,69518,Santa Clara,Los Altos Elementary,N,Elementary Schools (Public),K-6,37.358115,-122.07146,487,42.2,1.437371663,0,35.11293634,0,0.410677618,2.669404517,0,49.28131417,11.08829569,0,0,2,19,79,6.36550308,1.64,987,983,435.22,80.4,1.8,470.18,77.4,4.2
4.36952E+13,Santa Rita Elementary,69518,Santa Clara,Los Altos Elementary,N,Elementary Schools (Public),K-6,37.393917,-122.12281,566,42.52941176,1.060070671,0.176678445,35.33568905,0.883392226,0.883392226,10.60070671,0.176678445,41.16607774,9.717314488,4,4,3,18,71,25.08833922,9.54,941,956,418.78,67.6,7.8,457.58,68.4,6.2
4.36952E+13,Springer Elementary,69518,Santa Clara,Los Altos Elementary,N,Elementary Schools (Public),K-6,37.370979,-122.09403,517,39.67647059,0.386847195,0.193423598,24.7582205,0,0,6.382978723,0.193423598,48.74274662,19.34235977,1,1,4,20,74,6.382978723,2.32,955,960,431.28,77.2,4.6,469.78,74.4,5.2
4.36958E+13,Country Lane Elementary,69575,Santa Clara,Moreland,N,Elementary Schools (Public),K-5,37.298495,-121.99193,739,20.77142857,0.135317997,0.270635995,36.67117727,0.270635995,3.112313938,15.96752368,1.894451962,35.0473613,6.630581867,3,7,12,30,48,18.13261164,9.34,943,948,418.025,65.25,9.75,478.4,75.75,4.75
4.36958E+13,George C. Payne Elementary,69575,Santa Clara,Moreland,N,Elementary Schools (Public),K-5,37.296448,-121.96739,586,20.62068966,0,0.511945392,17.40614334,0,3.924914676,38.05460751,3.924914676,26.27986348,9.897610922,12,18,20,30,20,26.62116041,28.16,902,896,386.675,38.5,22,437.075,57,12.25
4.36958E+13,Gussie M. Baker Elementary,69575,Santa Clara,Moreland,N,Elementary Schools (Public),K-5,37.283383,-121.98712,710,22,0.14084507,0.845070423,28.02816901,0.563380282,1.408450704,24.22535211,1.971830986,31.4084507,11.4084507,5,11,17,37,30,20.98591549,14.23,908,930,406.675,57.25,11.25,466.4,73,5.75
4.36958E+13,Leroy Anderson Elementary,69575,Santa Clara,Moreland,N,Elementary Schools (Public),K-5,37.303643,-121.9715,540,21.32,0,1.481481481,5.555555556,0.185185185,1.666666667,80.55555556,3.703703704,4.814814815,2.037037037,46,28,17,7,2,64.62962963,75,810,817,346.425,16.75,35,405.45,42.5,14
4.36959E+13,Benjamin Bubb Elementary,69591,Santa Clara,Mountain View Whisman ,N,Elementary Schools (Public),K-5,37.378224,-122.08175,581,21.96551724,0.516351119,0.17211704,14.28571429,0.17211704,1.204819277,32.35800344,1.549053356,37.86574871,11.87607573,8,13,12,21,46,31.3253012,24.44,920,921,399.75,54.25,15.5,450.875,63.75,10.75
4.36959E+13,Edith Landels Elementary,69591,Santa Clara,Mountain View Whisman ,N,Elementary Schools (Public),K-5,37.387892,-122.07109,562,23.53846154,0.889679715,0,11.38790036,0.177935943,3.024911032,48.57651246,1.957295374,25.80071174,8.185053381,12,19,14,22,33,45.37366548,35.77,856,847,377,39.5,21.5,410,49.5,16.5
4.36959E+13,Frank L. Huff Elementary,69591,Santa Clara,Mountain View Whisman ,N,Elementary Schools (Public),K-5,37.374438,-122.07496,570,20.76666667,0.877192982,0.175438596,28.59649123,0.350877193,2.98245614,11.75438596,1.228070175,41.92982456,12.10526316,2,3,5,22,68,20.52631579,6.14,960,941,418.675,65.5,9,459.75,66.5,9
4.36959E+13,Mariano Castro Elementary,69591,Santa Clara,Mountain View Whisman ,N,Elementary Schools (Public),K-5,37.395642,-122.09477,619,21.34482759,0.646203554,0,3.231017771,0.323101777,0.484652666,72.53634895,0.969305331,16.9628433,4.846526656,31,20,6,14,29,59.1276252,54.12,835,851,372.525,36,27.5,412.625,45.75,21.25
4.36959E+13,Stevenson Elementary,69591,Santa Clara,Mountain View Whisman ,N,Elementary Schools (Public),K-5,37.40471,-122.08274,311,22.4,0.643086817,0.321543408,12.54019293,0.321543408,0.964630225,12.54019293,0.964630225,60.77170418,10.93247588,1,4,4,25,66,15.75562701,8.68,939,915,404.5,61.75,15,430.5,54.25,11.75
4.36959E+13,Monta Loma Elementary,69591,Santa Clara,Mountain View Whisman ,N,Elementary Schools (Public),K-5,37.408837,-122.09914,510,19.81481481,0.392156863,0.196078431,5.490196078,1.960784314,4.31372549,53.7254902,3.333333333,25.49019608,5.098039216,14,26,20,21,19,45.49019608,39.61,842,830,366.575,33.5,26.25,398.475,40.5,15.75
4.36959E+13,Theuerkauf Elementary,69591,Santa Clara,Mountain View Whisman ,N,Elementary Schools (Public),K-5,37.405911,-122.08496,448,22.4,0.223214286,0,5.357142857,2.232142857,11.83035714,64.0625,1.339285714,8.705357143,6.25,19,27,25,15,15,57.14285714,59.6,805,796,355.95,24,30.25,398.825,47,18.5
4.36963E+13,Anderson (Alex) Elementary,69625,Santa Clara,Oak Grove Elementary,N,Elementary Schools (Public),K-6,37.246729,-121.81197,518,24.95833333,0.772200772,1.351351351,24.71042471,1.351351351,4.44015444,45.17374517,3.474903475,16.6023166,2.123552124,12,27,33,22,6,37.06563707,37.84,793,799,357.18,27.4,24,385,33.4,18.2
4.36963E+13,Edenvale Elementary,69625,Santa Clara,Oak Grove Elementary,N,Elementary Schools (Public),K-6,37.261542,-121.80266,630,26.25,0.158730159,0.476190476,9.047619048,0.952380952,0.793650794,83.49206349,2.698412698,1.746031746,0.634920635,46,33,12,7,2,64.6031746,79.21,728,739,338.34,17,31.2,357.16,21.6,25.4
4.36963E+13,Miner (George) Elementary,69625,Santa Clara,Oak Grove Elementary,N,Elementary Schools (Public),K-6,37.250661,-121.81753,499,26.26315789,0.601202405,0.601202405,8.617234469,1.002004008,4.609218437,71.14228457,4.208416834,7.414829659,1.803607214,24,35,25,11,5,44.68937876,59.12,755,767,345.16,17.2,28.4,355.18,22.4,26
4.36963E+13,Glider Elementary,69625,Santa Clara,Oak Grove Elementary,N,Elementary Schools (Public),K-6,37.232575,-121.8234,685,29.70833333,0.145985401,0.437956204,30.2189781,1.167883212,3.649635036,39.27007299,3.503649635,19.12408759,2.481751825,8,22,28,32,10,23.35766423,29.05,889,881,384.18,40.4,17,416.96,46.4,14.4
4.36963E+13,Stipe (Samuel) Elementary,69625,Santa Clara,Oak Grove Elementary,N,Elementary Schools (Public),K-6,37.271335,-121.80655,423,26.4375,0.472813239,0.236406619,11.34751773,1.654846336,1.418439716,76.59574468,2.127659574,4.964539007,1.182033097,38,34,17,9,3,57.21040189,63.59,785,776,346.9,14.8,39.2,364.84,24,27.6
4.36963E+13,Santa Teresa Elementary,69625,Santa Clara,Oak Grove Elementary,N,Elementary Schools (Public),K-6,37.234741,-121.79594,625,25.51851852,0.16,0.8,23.04,0.48,4.16,39.84,4,21.92,5.6,7,19,29,33,12,23.52,28.16,892,896,394.58,48.6,15.4,421.8,53.2,13.2
4.36963E+13,Sakamoto Elementary,69625,Santa Clara,Oak Grove Elementary,N,Elementary Schools (Public),K-6,37.230824,-121.83922,590,25.15384615,1.355932203,0.677966102,19.66101695,1.186440678,3.728813559,26.94915254,3.728813559,39.49152542,3.220338983,4,17,26,34,19,14.91525424,13.9,883,887,393.44,50.6,16.2,410.96,48.8,15
4.36963E+13,Del Roble Elementary,69625,Santa Clara,Oak Grove Elementary,N,Elementary Schools (Public),K-6,37.257355,-121.83603,523,27.52631579,0.382409178,0.191204589,13.38432122,0.764818356,3.632887189,60.80305927,9.177820268,9.369024857,2.294455067,18,34,27,14,6,37.66730402,45.51,788,769,347.6333333,20.66666667,32,360.66,23.8,27.8
4.36963E+13,Oak Ridge Elementary,69625,Santa Clara,Oak Grove Elementary,N,Elementary Schools (Public),K-6,37.241055,-121.82119,505,22.95454545,0.396039604,0.198019802,15.64356436,0.594059406,1.188118812,36.63366337,5.742574257,36.03960396,3.564356436,6,23,29,28,14,15.64356436,24.75,836,840,375.44,36,21.2,394.76,38.4,19.8
4.36963E+13,Parkview Elementary,69625,Santa Clara,Oak Grove Elementary,N,Elementary Schools (Public),K-6,37.271622,-121.84578,653,27.30769231,0,0.153139357,25.8805513,0.45941807,6.891271057,47.93261868,7.19754977,9.800918836,1.684532925,11,25,29,27,8,37.82542113,33.69,847,850,371.46,32.8,22.8,395.38,39.2,16.4
4.36963E+13,Baldwin (Julia) Elementary,69625,Santa Clara,Oak Grove Elementary,N,Elementary Schools (Public),K-6,37.224091,-121.78427,410,29.28571429,0,0,12.43902439,1.951219512,6.341463415,46.09756098,10.73170732,16.58536585,5.853658537,9,29,28,26,8,21.95121951,39.51,811,809,360.46,24.8,26.4,379.98,31.2,21.8
4.36963E+13,Taylor (Bertha) Elementary,69625,Santa Clara,Oak Grove Elementary,N,Elementary Schools (Public),K-6,37.231042,-121.80809,675,30.68181818,0.148148148,0.444444444,29.92592593,0.444444444,3.407407407,24.59259259,1.925925926,33.77777778,5.333333333,2,12,21,41,25,14.51851852,9.93,902,903,397.54,50.8,16.2,425.7,53.2,13.6
4.36963E+13,Hayes Elementary,69625,Santa Clara,Oak Grove Elementary,N,Elementary Schools (Public),K-6,37.261794,-121.82648,534,24.27272727,0.374531835,1.498127341,23.03370787,0.374531835,5.056179775,38.38951311,7.490636704,19.85018727,3.93258427,9,24,31,29,7,22.09737828,32.4,820,829,370.36,29.8,20,391.52,37.4,20.6
4.36963E+13,Ledesma (Rita) Elementary,69625,Santa Clara,Oak Grove Elementary,N,Elementary Schools (Public),K-6,37.242984,-121.76204,510,28.33333333,0.196078431,0.588235294,35.29411765,0,7.647058824,26.47058824,2.549019608,22.54901961,4.705882353,6,13,20,43,18,26.47058824,20.78,876,871,382.3,42.2,17.8,414.72,49.4,14.6
4.36964E+13,Addison Elementary,69641,Santa Clara,Palo Alto Unified,N,Elementary Schools (Public),K-5,37.446202,-122.15114,468,38.55555556,0.213675214,1.068376068,15.38461538,0.641025641,0.641025641,10.68376068,2.564102564,62.39316239,6.41025641,1,3,4,25,68,14.1025641,8.55,948,945,409.575,60.75,10.25,456.25,66.5,5.5
4.36964E+13,Herbert Hoover Elementary,69641,Santa Clara,Palo Alto Unified,N,Elementary Schools (Public),K-5,37.418253,-122.11342,415,40.39285714,0.481927711,0,69.39759036,0.481927711,0.722891566,5.78313253,1.686746988,13.01204819,8.43373494,0,3,2,14,81,17.8313253,4.34,987,995,447.425,80.5,2.25,507.425,92,1
4.36964E+13,El Carmelo Elementary,69641,Santa Clara,Palo Alto Unified,N,Elementary Schools (Public),K-5,37.425822,-122.13032,413,40.35714286,0.726392252,0.484261501,33.41404358,0,1.210653753,14.04358354,2.421307506,36.31961259,11.38014528,2,4,6,17,71,16.70702179,8.96,944,959,423.7,68,10,464.15,70.5,4.25
4.36964E+13,Ohlone Elementary,69641,Santa Clara,Palo Alto Unified,N,Elementary Schools (Public),K-5,37.438955,-122.12277,605,43.45,0,0.330578512,28.92561983,0.330578512,0.495867769,8.26446281,1.652892562,52.39669421,7.603305785,1,1,1,17,80,10.5785124,2.15,946,920,409.375,60.25,8.75,427.15,53,14.5
4.36964E+13,Escondido Elementary,69641,Santa Clara,Palo Alto Unified,N,Elementary Schools (Public),K-5,37.421274,-122.15587,573,40.18421053,0.34904014,0.872600349,18.15008726,0.17452007,0.698080279,22.51308901,4.188481675,44.15357766,8.90052356,1,6,4,15,74,16.7539267,10.47,928,937,406.375,58.25,11,457.925,70.25,5
4.36964E+13,Fairmeadow Elementary,69641,Santa Clara,Palo Alto Unified,N,Elementary Schools (Public),K-5,37.422245,-122.11845,525,40.02702703,0,0.19047619,32.76190476,0,0.952380952,10.28571429,2.095238095,46.0952381,7.619047619,1,1,4,21,73,17.52380952,2.29,954,952,417.225,62,7.75,456.675,68.25,7
4.36964E+13,Duveneck Elementary,69641,Santa Clara,Palo Alto Unified,N,Elementary Schools (Public),K-5,37.44963,-122.13406,512,40.97058824,0.1953125,0.1953125,33.7890625,1.953125,0,6.8359375,2.1484375,47.4609375,7.421875,0,2,4,12,82,11.5234375,4.3,956,974,438.475,75.75,3.75,484.825,81.25,5
4.36964E+13,Juana Briones Elementary,69641,Santa Clara,Palo Alto Unified,N,Elementary Schools (Public),K-5,37.408651,-122.13188,391,34.05714286,0.255754476,0.255754476,31.20204604,0.511508951,0.511508951,10.99744246,2.301790281,43.22250639,10.74168798,2,6,3,21,69,20.20460358,10.23,941,942,410.6,62.5,11.75,461.2,71.5,5.75
4.36964E+13,Palo Verde Elementary,69641,Santa Clara,Palo Alto Unified,N,Elementary Schools (Public),K-5,37.430834,-122.11426,420,39.79310345,0.476190476,0,42.85714286,0.714285714,0.952380952,8.571428571,1.428571429,38.57142857,6.428571429,1,2,4,19,75,14.28571429,3.57,962,959,421.7,70,6.5,465.925,70.5,6.5
4.36964E+13,Walter Hays Elementary,69641,Santa Clara,Palo Alto Unified,N,Elementary Schools (Public),K-5,37.442903,-122.14303,541,40.82051282,0,0.554528651,26.61737523,2.957486137,0.184842884,9.611829945,2.033271719,51.38632163,6.654343808,1,4,3,22,71,12.56931608,5.36,934,930,414.075,60,7.5,461.55,69.5,7.25
4.36964E+13,Lucille M. Nixon Elementary,69641,Santa Clara,Palo Alto Unified,N,Elementary Schools (Public),K-5,37.414242,-122.15626,493,42.62162162,0,0.405679513,32.04868154,0.811359026,0.60851927,11.96754564,2.839756592,44.42190669,6.896551724,2,3,2,11,81,21.90669371,5.88,955,956,421.6,67.25,6.5,461.75,69.75,7.25
4.36964E+13,Barron Park Elementary,69641,Santa Clara,Palo Alto Unified,N,Elementary Schools (Public),K-5,37.413037,-122.13726,346,36.72413793,0,0.289017341,20.80924855,0.867052023,1.156069364,29.47976879,3.468208092,38.43930636,5.49132948,6,10,13,16,55,36.41618497,20.23,871,877,384.35,44.5,19,417.925,49,13.75
4.36967E+13,Almaden Elementary,69666,Santa Clara,San Jose Unified,N,Elementary Schools (Public),K-5,37.251824,-121.88457,415,20.86363636,0.722891566,0.240963855,3.13253012,0.481927711,0.722891566,84.09638554,2.65060241,5.78313253,2.168674699,36,32,22,6,4,58.79518072,64.58,807,773,340.075,20,31.5,380.6,33,19.5
4.36967E+13,Anne Darling Elementary,69666,Santa Clara,San Jose Unified,N,Elementary Schools (Public),K-5,37.356608,-121.86444,473,18.42857143,0,0.845665962,5.496828753,0.634249471,0.422832981,82.2410148,0.845665962,8.8794926,0.634249471,42,31,18,6,3,58.35095137,66.81,813,799,348.7,19.75,27.5,390.375,33.75,18.75
4.36967E+13,Booksin Elementary,69666,Santa Clara,San Jose Unified,N,Elementary Schools (Public),K-5,37.288737,-121.90716,794,28.14705882,2.518891688,0.251889169,8.816120907,0.503778338,0.881612091,20.65491184,1.133501259,59.06801008,6.171284635,1,5,17,40,37,6.423173804,8.44,938,927,415.5,63,9,459.725,69.5,7
4.36967E+13,Canoas Elementary,69666,Santa Clara,San Jose Unified,N,Elementary Schools (Public),K-5,37.284745,-121.87653,429,21.13043478,0.466200466,0.932400932,10.25641026,0.699300699,3.72960373,62.004662,5.827505828,10.25641026,5.827505828,29,21,25,17,8,44.28904429,57.34,735,745,343.525,20.75,28.75,351.65,22.75,24.75
4.36967E+13,Empire Gardens Elementary,69666,Santa Clara,San Jose Unified,N,Elementary Schools (Public),K-5,37.354662,-121.87618,450,25.78947368,0.666666667,0.444444444,1.777777778,0.888888889,2,89.55555556,1.111111111,2.666666667,0.888888889,50,27,15,7,0,67.11111111,72,661,697,321.875,7.5,38,327.05,8.75,31.75
