CDS,school,districtcode,county,district,charter,stype,grades,latitude,longitude,enrolled,mn.class.size,per.Not.reported,per.NativeAmer,per.Asian,per.PI,per.Filipino,per.Hispanic,per.AfAmer,per.White,per.Twoplus,per.not_hsg,per.hsg,per.some_col,per.col_grad,per.grad_sch,per.englearn,per.freelunch,API13,API12,mean.cst.ela,per.adv.ela,per.basic.ela,mean.cst.m,per.adv.m,per.basic.m
4.16892E+13,Marjorie H. Tobias Elementary,68916,San Mateo,Jefferson Elementary,N,Elementary Schools (Public),K-6,37.691089,-122.48995,403,23.70588235,0,0.248138958,38.70967742,0.496277916,20.84367246,15.63275434,2.23325062,8.684863524,13.15136476,3,14,28,49,7,32.00992556,20.6,891,924,400.94,55.4,11.2,438.4,57.6,9.6
4.16892E+13,Westlake Elementary,68916,San Mateo,Jefferson Elementary,N,Elementary Schools (Public),K-6,37.705371,-122.47995,370,20.23809524,0,0.540540541,10.81081081,3.243243243,40.54054054,22.7027027,3.243243243,16.21621622,2.702702703,9,26,27,35,3,41.89189189,45.41,839,847,366.72,29.8,23.6,399.72,43.4,21
4.16892E+13,Woodrow Wilson Elementary,68916,San Mateo,Jefferson Elementary,N,Elementary Schools (Public),K-6,37.703958,-122.46479,396,22.05263158,0,0.252525253,11.61616162,0.505050505,29.04040404,48.73737374,2.525252525,3.787878788,3.535353535,21,34,24,20,1,50.75757576,58.59,788,785,351.02,23.2,30.4,366.38,25.2,28.2
4.16892E+13,Susan B. Anthony Elementary,68916,San Mateo,Jefferson Elementary,N,Elementary Schools (Public),K-5,37.688788,-122.4581,532,23.125,0.187969925,0,8.834586466,2.819548872,30.07518797,48.12030075,1.691729323,4.323308271,3.947368421,16,48,18,16,1,51.31578947,46.43,809,826,358.875,25.5,23.25,390.9,38.5,19.25
4.16897E+13,Green Hills Elementary,68973,San Mateo,Millbrae Elementary,N,Elementary Schools (Public),K-5,37.604925,-122.40498,385,27.46666667,0,0,39.22077922,2.857142857,5.194805195,16.88311688,0.25974026,28.83116883,6.753246753,2,29,6,39,25,21.81818182,10.91,898,896,397.75,47.75,15.25,436,61,6.75
4.16897E+13,Lomita Park Elementary,68973,San Mateo,Millbrae Elementary,N,Elementary Schools (Public),K-5,37.612167,-122.40098,325,27.08333333,0,0,10.15384615,7.384615385,7.692307692,51.69230769,1.846153846,18.15384615,3.076923077,13,51,4,25,7,41.84615385,36.92,852,853,368.25,29.5,22.25,397.65,42.75,18.25
4.16897E+13,Meadows Elementary,68973,San Mateo,Millbrae Elementary,N,Elementary Schools (Public),K-5,37.602286,-122.41881,369,26.42857143,1.08401084,0,53.65853659,1.08401084,4.87804878,11.38211382,1.08401084,20.05420054,6.775067751,4,15,7,43,31,20.59620596,7.86,928,913,388.775,45.25,14.75,438.9,62.75,8.5
4.16897E+13,Spring Valley Elementary,68973,San Mateo,Millbrae Elementary,N,Elementary Schools (Public),K-5,37.590797,-122.39085,408,27.35294118,0,0,49.50980392,1.715686275,7.107843137,7.598039216,0.735294118,23.28431373,10.04901961,1,19,6,44,29,26.71568627,6.37,907,892,384.7,44.75,17.25,431.9,61.75,9.25
4.16901E+13,Fair Oaks Elementary,69005,San Mateo,Redwood City Elementary,N,Elementary Schools (Public),K-5,37.479101,-122.20591,405,19.28571429,0,0,0,2.962962963,0.24691358,96.2962963,0,0.24691358,0.24691358,67,23,8,2,1,77.77777778,77.89,741,746,335.175,14.5,33,393.8,41.25,14.5
4.16901E+13,Hawes Elementary,69005,San Mateo,Redwood City Elementary,N,Elementary Schools (Public),K-5,37.47329,-122.23285,419,22.05263158,0.238663484,0,0.954653938,0.954653938,0.477326969,92.3627685,0.954653938,3.102625298,0.954653938,56,28,12,4,0,70.88305489,77.49,728,734,330.175,11.75,30.5,350.65,22.25,20.25
4.16901E+13,Henry Ford Elementary,69005,San Mateo,Redwood City Elementary,N,Elementary Schools (Public),K-5,37.456033,-122.23369,412,20.95238095,0.242718447,0,2.427184466,2.184466019,1.45631068,59.95145631,3.640776699,26.21359223,3.883495146,27,28,23,12,10,38.34951456,51.94,836,831,359.925,25.5,25,404.325,42.25,19.75
4.16901E+13,John Gill Elementary,69005,San Mateo,Redwood City Elementary,N,Elementary Schools (Public),K-5,37.474676,-122.24089,484,23.04761905,0,0.20661157,2.066115702,1.859504132,0.826446281,73.96694215,3.305785124,15.49586777,2.272727273,37,25,21,13,4,57.6446281,65.08,699,727,334.175,12.75,28.5,355.75,19.25,25.75
4.16901E+13,Taft Elementary,69005,San Mateo,Redwood City Elementary,N,Elementary Schools (Public),K-5,37.480031,-122.19438,578,21.35714286,0.173010381,0,0.519031142,1.557093426,0.346020761,94.11764706,0.346020761,2.595155709,0.346020761,49,30,14,6,1,65.74394464,78.56,750,787,342.575,18.5,26.75,379.95,30.25,21.5
4.16901E+13,Orion Alternative,69005,San Mateo,Redwood City Elementary,N,Alternative Schools of Choice,K-5,37.490108,-122.23423,251,25.69230769,0.398406375,0,5.179282869,1.195219124,1.195219124,35.45816733,1.195219124,48.60557769,6.772908367,7,15,15,29,34,22.31075697,19.92,854,872,382.525,37.75,17,401.25,39,22
4.16901E+13,Adelante Spanish Immersion,69005,San Mateo,Redwood City Elementary,N,Elementary Schools (Public),K-5,37.454226,-122.24339,567,26.17142857,0.176366843,0,0.352733686,0.176366843,0.705467372,79.01234568,1.234567901,16.22574956,2.116402116,22,23,25,18,12,38.80070547,40.21,839,838,366.98,32.4,27.4,399.86,40,17
4.16901E+13,Portola Elementary,69013,San Mateo,San Bruno Park Elementary,N,Elementary Schools (Public),K-5,37.625393,-122.45355,304,30.25,0.986842105,0.328947368,24.34210526,2.302631579,19.40789474,18.42105263,3.618421053,21.71052632,8.881578947,2,16,35,34,13,19.40789474,5.92,929,919,390.88,41.4,11.8,431.1,51.6,13.2
4.16901E+13,Belle Air Elementary,69013,San Mateo,San Bruno Park Elementary,N,Elementary Schools (Public),K-5,37.624036,-122.4051,343,28.60483871,2.332361516,0,4.373177843,11.37026239,3.206997085,74.63556851,0.29154519,2.915451895,0.874635569,22,51,16,10,0,67.05539359,63.27,791,812,351.94,17.8,36.6,399.36,42.8,18.6
4.16901E+13,Allen (Decima M.) Elementary,69013,San Mateo,San Bruno Park Elementary,N,Elementary Schools (Public),K-5,37.6243,-122.4156,347,28.71774194,3.458213256,0,3.746397695,8.069164265,6.628242075,61.95965418,0.576368876,10.37463977,5.187319885,32,38,20,9,2,61.95965418,43.23,824,826,355.38,21.6,31.4,392.94,35.8,21.4
4.16901E+13,El Crystal Elementary,69013,San Mateo,San Bruno Park Elementary,N,Elementary Schools (Public),K-5,37.615042,-122.41294,210,28.72368421,3.80952381,0.476190476,6.19047619,5.714285714,9.523809524,42.85714286,1.428571429,21.42857143,8.571428571,7,25,23,37,8,23.80952381,24.76,838,870,373.82,36.2,19.8,403.46,44.8,18.8
4.16901E+13,John Muir Elementary,69013,San Mateo,San Bruno Park Elementary,N,Elementary Schools (Public),K-5,37.613936,-122.43628,303,29.38235294,1.98019802,0.330033003,8.910891089,0.99009901,10.56105611,27.72277228,2.310231023,43.23432343,3.96039604,1,15,25,43,15,24.75247525,15.51,898,897,381.46,39.6,24.2,422.12,53,11.2
4.16901E+13,Rollingwood Elementary,69013,San Mateo,San Bruno Park Elementary,N,Elementary Schools (Public),K-5,37.631329,-122.44432,216,25.33333333,14.81481481,0,8.796296296,6.018518519,18.98148148,26.38888889,3.703703704,17.12962963,4.166666667,5,30,34,28,3,31.01851852,18.98,795,807,351.4,19.4,22.8,362.64,20.2,23.6
4.16904E+13,Horrall Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.569222,-122.30195,499,19.96,0,0.400801603,3.206412826,11.22244489,4.008016032,64.92985972,1.803607214,10.02004008,4.408817635,20,35,26,13,6,55.31062124,25.59923077,747,708,328.3,12.5,29.5,346.525,21.5,19.25
4.16904E+13,Audubon Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.567792,-122.25798,656,24.46666667,0.152439024,0,44.66463415,1.524390244,3.963414634,9.756097561,0.457317073,30.6402439,8.841463415,0,2,8,49,41,27.13414634,3.66,903,907,389.35,45,19.75,430.275,56.5,12.5
4.16904E+13,Baywood Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.552297,-122.33146,652,22.67647059,0,0.153374233,12.42331288,0.613496933,1.533742331,22.85276074,1.073619632,54.90797546,6.441717791,6,6,8,33,47,19.93865031,15.95,932,936,410.75,59,10.75,456.3,67.75,7.5
4.16904E+13,Beresford Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.53967,-122.3092,271,22.26666667,0,0.36900369,5.904059041,0.36900369,2.58302583,51.66051661,3.32103321,30.62730627,5.166051661,22,12,23,25,19,42.06642066,43.17,831,818,361.9,32.5,18,402.55,48.75,11.25
4.16904E+13,Fiesta Gardens International Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.551631,-122.29909,492,21.45833333,0.203252033,0,1.016260163,0.203252033,0.81300813,76.62601626,0.81300813,16.8699187,3.455284553,15,19,25,21,19,43.49593496,42.48,784,767,343.425,21.25,32,375.575,27.5,22.25
4.16904E+13,Foster City Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.545472,-122.2731,857,24.5,0,0,52.62543757,0.8168028,2.567094516,5.950991832,0.933488915,27.88798133,9.218203034,1,4,15,44,36,22.52042007,3.38,931,933,408.75,61.75,10.75,454.275,66,6.25
4.16904E+13,George Hall Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.53681,-122.29051,439,20.9047619,0,0,13.8952164,3.644646925,7.28929385,47.83599089,2.733485194,23.91799544,0.683371298,13,21,24,25,17,47.15261959,39.86,823,832,366.125,31.75,19.5,403.625,46.5,14.25
4.16904E+13,Highlands Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.523995,-122.35084,593,23.60714286,0,0,19.39291737,1.349072513,1.517706577,24.45193929,1.180438449,41.65261383,10.45531197,6,7,11,31,45,19.22428331,17.71,856,872,383.075,43.75,16,410.3,50,17.25
4.16904E+13,Laurel Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.532251,-122.30466,521,21.88,0,0,7.869481766,2.303262956,6.909788868,42.4184261,1.343570058,34.16506718,4.990403071,11,13,24,32,20,37.81190019,30.9,825,829,365.375,33.25,23,392.35,39,14.75
4.16904E+13,College Park Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.577127,-122.32687,385,25.66666667,0.25974026,1.038961039,43.63636364,0.779220779,1.558441558,24.93506494,1.558441558,12.46753247,13.76623377,12,11,11,21,45,33.76623377,21.56,892,856,389.275,50.25,13.25,430.575,57,12
4.16904E+13,Meadow Heights Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.539229,-122.31605,330,22.125,0.303030303,0.303030303,12.42424242,3.03030303,3.939393939,31.81818182,0.909090909,40.3030303,6.96969697,10,8,15,37,30,29.09090909,24.85,856,903,406.525,53,9,426.625,56.5,11.75
4.16904E+13,San Mateo Park Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.569042,-122.34257,500,22.19354839,0,0.2,2.4,2,5.4,56,2.6,25.8,5.6,23,23,18,20,17,46.6,25.59923077,762,761,347.8,22,30.25,360.525,29.5,18.25
4.16904E+13,Parkside Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.561398,-122.29667,431,21.66666667,0,0,10.90487239,15.77726218,6.728538283,38.74709977,2.784222738,20.41763341,4.64037123,6,21,39,22,12,33.87470998,32.71,744,740,338.2,16,33,352.85,20.5,25.75
4.16904E+13,Sunnybrae Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.5616,-122.3129,523,20.92,0.191204589,0.382409178,6.118546845,1.147227533,5.353728489,62.52390057,1.912045889,17.01720841,5.353728489,18,30,24,21,7,51.43403442,52.96,765,783,348.825,20,27.25,376.975,31,20
4.16904E+13,Brewer Island Elementary,69039,San Mateo,San Mateo-Foster City,N,Elementary Schools (Public),K-5,37.561686,-122.2613,722,22.60606061,0.27700831,0,63.43490305,0.692520776,2.908587258,5.540166205,0.692520776,17.45152355,9.002770083,0,3,15,37,44,21.32963989,3.6,950,956,415.325,66.75,8.5,466,72.5,6
4.16907E+13,Buri Buri Elementary,69070,San Mateo,South San Francisco Unified,N,Elementary Schools (Public),K-5,37.65615,-122.44565,624,23.96296296,0,0,15.54487179,1.762820513,18.10897436,40.06410256,0.801282051,12.33974359,11.37820513,4,17,40,29,9,21.63461538,22.28,873,902,385.025,39.75,20,437.475,59.75,10
4.16907E+13,Los Cerritos Elementary,69070,San Mateo,South San Francisco Unified,N,Elementary Schools (Public),K-5,37.650961,-122.42745,306,21.85714286,0,0.326797386,4.901960784,3.594771242,10.13071895,69.60784314,1.960784314,5.882352941,3.594771242,16,39,33,7,4,54.90196078,52.61,791,814,352.025,17.5,33,384.075,34.75,15.5
4.16907E+13,Martin Elementary,69070,San Mateo,South San Francisco Unified,N,Elementary Schools (Public),K-5,37.663669,-122.41016,443,24.61111111,0.225733634,0.677200903,1.128668172,0.902934537,3.611738149,89.39051919,0.677200903,0.902934537,2.483069977,23,47,14,12,4,76.2979684,69.98,812,825,359.4,25.75,23.75,406.325,47.25,13.75
4.16907E+13,Monte Verde Elementary,69070,San Mateo,South San Francisco Unified,N,Elementary Schools (Public),K-5,37.636131,-122.45174,558,25.36363636,0,0,22.58064516,2.329749104,20.78853047,17.92114695,2.150537634,10.93189964,23.29749104,1,13,32,44,10,20.25089606,17.38,913,915,390.05,45.25,18,440.225,61.25,10.75
4.16907E+13,Ponderosa Elementary,69070,San Mateo,South San Francisco Unified,N,Elementary Schools (Public),K-5,37.646357,-122.43267,441,22.05,0,0.22675737,8.616780045,1.360544218,8.390022676,51.4739229,0.22675737,12.92517007,16.78004535,4,18,36,30,12,18.59410431,22,871,867,376.5,35.5,21.75,415.15,51.5,16
4.16907E+13,Skyline Elementary,69070,San Mateo,South San Francisco Unified,N,Elementary Schools (Public),K-5,37.651717,-122.46534,388,24.05882353,0,0,9.793814433,3.350515464,28.35051546,14.69072165,3.092783505,3.608247423,37.11340206,2,15,41,34,8,23.45360825,25.26,866,863,369.625,28.75,21.75,403.45,41.75,20
4.16907E+13,Spruce Elementary,69070,San Mateo,South San Francisco Unified,N,Elementary Schools (Public),K-5,37.659037,-122.41619,645,23.88888889,0.15503876,0.310077519,3.255813953,0.930232558,3.720930233,86.97674419,1.395348837,1.550387597,1.705426357,21,45,23,9,3,78.13953488,66.82,801,814,352.825,19.75,31.5,402.675,42.5,17.25
4.16907E+13,Sunshine Gardens Elementary,69070,San Mateo,South San Francisco Unified,N,Elementary Schools (Public),K-5,37.665836,-122.43611,410,25.38888889,0,0.243902439,8.292682927,2.195121951,10.73170732,57.80487805,2.195121951,8.048780488,10.48780488,10,27,33,20,9,42.92682927,47.07,818,858,368.45,30,28.75,397.95,41.75,18.5
4.16907E+13,Junipero Serra Elementary,69070,San Mateo,South San Francisco Unified,N,Elementary Schools (Public),K-5,37.660287,-122.46919,346,21.625,0,0,11.2716763,2.89017341,51.44508671,16.76300578,0.289017341,4.624277457,12.71676301,2,15,42,32,9,15.02890173,23.7,882,877,371.55,29.25,24,416.5,48.75,15.5
4.36937E+13,Learning in an Urban Community with High Achievement (L.U.C.H.A.),69369,Santa Clara,Alum Rock Union Elementary,N,Alternative Schools of Choice,K-5,37.338258,-121.84004,232,14.5,0,0,8.620689655,1.724137931,1.724137931,84.48275862,1.293103448,1.293103448,0.862068966,34,26,21,16,3,55.60344828,69.61,820,816,350.45,17.75,30.25,396.2,38.25,22
4.36937E+13,A. J. Dorsa Elementary,69369,Santa Clara,Alum Rock Union Elementary,N,Elementary Schools (Public),K-5,37.339796,-121.83675,525,17.5,0,0,4.571428571,1.714285714,0.19047619,91.42857143,0.380952381,0.380952381,1.333333333,49,28,15,6,2,56.57142857,71.92,781,763,341.575,16.75,29.5,370.225,27.25,17.75
4.36937E+13,Clyde Arbuckle Elementary,69369,Santa Clara,Alum Rock Union Elementary,N,Elementary Schools (Public),K-5,37.344122,-121.84038,376,16.34782609,0,0.531914894,6.914893617,0,1.329787234,90.15957447,0.79787234,0,0.265957447,54,22,12,9,3,62.23404255,74.82,797,795,351.9,22.25,26.75,379.575,32.5,19.75
4.36937E+13,Donald J. Meyer Elementary,69369,Santa Clara,Alum Rock Union Elementary,N,Elementary Schools (Public),K-5,37.335166,-121.8277,490,16.33333333,0,0.612244898,9.795918367,1.632653061,5.102040816,80.20408163,1.428571429,1.224489796,0,44,31,15,8,3,49.18367347,67.14,838,833,364,27.5,25.5,416.525,49.5,16.25
4.36937E+13,Horace Cureton Elementary,69369,Santa Clara,Alum Rock Union Elementary,N,Elementary Schools (Public),K-5,37.369374,-121.81424,513,17.1,0.194931774,0.194931774,8.187134503,0.779727096,4.093567251,81.48148148,0.584795322,3.50877193,0.974658869,36,35,16,11,3,46.58869396,75.82,795,807,355.575,23.75,27.25,397.9,41.25,17.25
4.36937E+13,Linda Vista Elementary,69369,Santa Clara,Alum Rock Union Elementary,N,Elementary Schools (Public),K-5,37.376909,-121.82373,638,18.8,0.156739812,0.470219436,11.44200627,0.313479624,2.037617555,75.70532915,0.78369906,8.150470219,0.940438871,31,29,19,14,7,42.31974922,66.67,805,826,359.475,26,26.5,401.075,42.25,19
4.36937E+13,Lyndale Elementary,69369,Santa Clara,Alum Rock Union Elementary,N,Elementary Schools (Public),K-5,37.359768,-121.82495,539,14.56756757,0,0.185528757,6.12244898,0.742115028,5.751391466,83.48794063,1.669758813,1.669758813,0.371057514,46,24,13,12,5,50.46382189,70.04,795,769,345.475,18.25,33.5,375,31,24
4.36937E+13,Cesar Chavez Elementary,69369,Santa Clara,Alum Rock Union Elementary,N,Elementary Schools (Public),K-5,37.350257,-121.84499,429,13.83870968,0,0,12.12121212,0.932400932,0.932400932,83.68298368,1.165501166,1.165501166,0,46,31,8,8,6,66.8997669,74.94,823,812,349.95,21,30.75,391.825,36.25,21
4.36937E+13,Millard McCollam Elementary,69369,Santa Clara,Alum Rock Union Elementary,N,Elementary Schools (Public),K-5,37.380449,-121.83311,463,16.68965517,0,0,34.12526998,1.295896328,4.535637149,53.34773218,1.51187905,4.319654428,0.863930886,18,30,22,28,2,37.3650108,65.09,883,893,384,43.25,22.25,440.75,57.75,11.25
4.36937E+13,O. S. Hubbard Elementary,69369,Santa Clara,Alum Rock Union Elementary,N,Elementary Schools (Public),K-5,37.330794,-121.83893,374,14.96,0,0,6.417112299,2.139037433,1.069518717,87.96791444,1.336898396,0.534759358,0.534759358,45,27,16,7,6,59.35828877,66.22,808,823,348.8,23.75,26.75,395.225,37.25,17
4.36937E+13,San Antonio Elementary,69369,Santa Clara,Alum Rock Union Elementary,N,Elementary Schools (Public),K-5,37.351689,-121.84893,488,18.07407407,0,0.409836066,14.95901639,1.844262295,4.098360656,75.20491803,1.43442623,1.229508197,0.819672131,41,24,15,17,3,49.3852459,71.73,786,811,354.975,21.25,31.25,384.875,36,22
4.36937E+13,Sylvia Cassell Elementary,69369,Santa Clara,Alum Rock Union Elementary,N,Elementary Schools (Public),K-5,37.345075,-121.82925,502,16.73333333,0,0.398406375,9.362549801,0.597609562,8.565737052,79.28286853,1.195219124,0.597609562,0,37,30,16,13,4,55.57768924,64.18,811,816,351.45,19,29.25,400.45,42,17.25
4.36937E+13,Thomas P. Ryan Elementary,69369,Santa Clara,Alum Rock Union Elementary,N,Elementary Schools (Public),K-5,37.349553,-121.82365,418,15.48148148,0,0.4784689,5.502392344,0.23923445,2.392344498,88.99521531,0.956937799,1.435406699,0,42,32,13,10,3,64.83253589,66.75,811,797,345.575,17.75,32.25,383.15,32,20.5
4.36938E+13,Laneview Elementary,69377,Santa Clara,Berryessa Union Elementary,N,Elementary Schools (Public),K-5,37.413846,-121.87177,486,22.09090909,0,0.205761317,44.03292181,0,15.02057613,26.95473251,0.823045267,5.967078189,6.995884774,4,18,37,28,12,40.32921811,30.25,875,864,364.45,26,26.25,414.4,50.25,12.75
4.36938E+13,Noble Elementary,69377,Santa Clara,Berryessa Union Elementary,N,Elementary Schools (Public),K-5,37.396302,-121.83907,605,25.16,2.644628099,0.165289256,48.42975207,0.661157025,4.628099174,20.66115702,2.148760331,12.0661157,8.595041322,5,9,23,34,28,31.23966942,20.17,895,886,381.35,41,17,418.2,53.5,12.75
4.36938E+13,Northwood Elementary,69377,Santa Clara,Berryessa Union Elementary,N,Elementary Schools (Public),K-5,37.408405,-121.88107,464,24.35,0.431034483,0,47.4137931,0.646551724,16.1637931,18.75,3.232758621,3.448275862,9.913793103,7,16,28,34,14,41.37931034,32.33,902,902,382.75,39.5,20.75,434.025,59,13.75
4.36938E+13,Toyon Elementary,69377,Santa Clara,Berryessa Union Elementary,N,Elementary Schools (Public),K-5,37.391398,-121.83824,341,21.3125,5.278592375,1.173020528,25.21994135,0.293255132,9.090909091,46.92082111,4.105571848,5.571847507,2.346041056,10,21,38,24,7,38.12316716,39.59,824,808,355.625,25.5,27.25,382.15,35.5,23.75
4.36938E+13,Ruskin Elementary,69377,Santa Clara,Berryessa Union Elementary,N,Elementary Schools (Public),K-5,37.399835,-121.85718,665,24.60714286,0,0.15037594,66.46616541,0.751879699,7.518796992,15.4887218,1.052631579,3.759398496,4.812030075,4,10,27,32,28,41.35338346,16.54,862.6666667,863.1111111,418.925,64.25,9.75,465.1,70.25,8
4.36938E+13,Cherrywood Elementary,69377,Santa Clara,Berryessa Union Elementary,N,Elementary Schools (Public),K-5,37.394403,-121.86508,475,23.76190476,0,0.210526316,52.42105263,0,12.84210526,23.78947368,1.052631579,3.789473684,5.894736842,9,18,32,28,13,46.73684211,25.26,838,851,368.45,28,22.75,398.375,43.25,14.5
4.36938E+13,Vinci Park Elementary,69377,Santa Clara,Berryessa Union Elementary,N,Elementary Schools (Public),K-5,37.38004,-121.87264,630,24.23076923,0,0,44.12698413,0.317460317,12.53968254,26.98412698,2.063492063,4.444444444,9.523809524,12,16,37,27,8,46.98412698,31.59,853,868,369.875,31.75,25.25,420.75,55,13
4.36938E+13,Brooktree Elementary,69377,Santa Clara,Berryessa Union Elementary,N,Elementary Schools (Public),K-5,37.398531,-121.88003,478,20.7826087,0,0.627615063,43.30543933,2.928870293,18.41004184,21.75732218,1.046025105,3.138075314,8.786610879,7,15,36,30,11,48.74476987,24.06,841,831,363.275,27,27,382.525,31.25,20.75
4.36938E+13,Majestic Way Elementary,69377,Santa Clara,Berryessa Union Elementary,N,Elementary Schools (Public),K-5,37.410655,-121.8572,555,23.24,0.36036036,0,51.53153153,0.540540541,5.945945946,24.68468468,2.342342342,5.585585586,9.009009009,6,13,37,29,15,45.04504505,25.05,876,886,387.275,42.75,19,428.25,55.5,9.75
4.36938E+13,Summerdale Elementary,69377,Santa Clara,Berryessa Union Elementary,N,Elementary Schools (Public),K-5,37.389579,-121.852,494,24.7,0,0.4048583,42.91497976,0.4048583,16.19433198,26.72064777,2.024291498,3.846153846,7.489878543,11,15,32,30,12,47.77327935,34.62,860,872,375.95,37.75,22.75,417.225,54,11.75
4.36939E+13,Bagby Elementary,69385,Santa Clara,Cambrian,N,Elementary Schools (Public),K-5,37.278735,-121.92195,699,23.3,0.858369099,1.144492132,14.30615165,0.715307582,2.288984263,21.88841202,4.005722461,49.49928469,5.293276109,6,12,19,41,22,15.87982833,11.44,883,904,398.075,52.75,14.75,423,51,12.25
4.36942E+13,C. B. Eaton Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.315278,-122.0262,618,24.72,0.161812298,0,80.90614887,0,1.294498382,3.074433657,1.132686084,12.29773463,1.132686084,1,1,2,21,74,9.385113269,2.43,969,967,423.7,70,4.75,489,83.5,4.25
4.36942E+13,Chester W. Nimitz Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.346712,-122.03575,729,22.72727273,0,0,39.36899863,0.274348422,2.606310014,22.35939643,2.743484225,31.13854595,1.508916324,4,9,18,32,37,42.93552812,22.22,879,865,376.2,42,21.25,424.7,54.75,14.25
4.36942E+13,L. P. Collins Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.318572,-122.02312,742,24.73333333,0.269541779,0.134770889,87.87061995,0,0.943396226,1.347708895,0.269541779,8.086253369,1.078167116,0,0,2,20,78,6.603773585,0.94,993,985,430.575,75.75,3.5,489.175,84.25,2.75
4.36942E+13,Dwight D. Eisenhower Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.329194,-121.98943,754,24.54545455,0,0.265251989,62.73209549,0.530503979,2.785145889,9.549071618,1.98938992,20.68965517,1.458885942,2,5,12,23,58,10.74270557,6.37,933,933,407.625,55.75,12.75,447.375,62.5,7.75
4.36942E+13,Garden Gate Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.329659,-122.04537,748,25.79310345,0,0.13368984,91.44385027,0,0.802139037,2.272727273,0.13368984,4.679144385,0.534759358,0,1,4,23,72,9.22459893,1.34,979,986,432,76,5,499.35,85,2
4.36942E+13,John Muir Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.299119,-122.01933,570,21.11111111,0,0.175438596,84.21052632,0,0.526315789,3.859649123,0.350877193,9.122807018,1.754385965,1,2,7,22,69,35.26315789,3.33,945,938,392.8,54.5,13.5,457.025,68,6.75
4.36942E+13,Abraham Lincoln Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.31549,-122.05336,725,25.82758621,0.137931034,0,85.79310345,0.137931034,0.965517241,2.344827586,0,8.413793103,2.206896552,1,1,3,17,78,7.586206897,1.79,981,980,439.15,78,5,501.55,87.75,2.75
4.36942E+13,Louis E. Stocklmeir Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.344829,-122.02647,1219,25.32653061,0,0.328137818,68.41673503,0.082034454,1.230516817,4.511894996,0.656275636,22.47744053,2.296964725,0,2,4,27,67,7.875307629,2.87,974,969,421.475,70.25,8.75,476.85,78.25,3.75
4.36942E+13,Manuel De Vargas Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.31061,-121.99105,495,20.625,0,0,56.16161616,0.404040404,2.222222222,21.41414141,2.828282828,15.55555556,1.414141414,3,10,19,28,39,43.03030303,18.18,895,890,376.8,38.5,20.25,435.75,56.75,10.25
4.36942E+13,Montclaire Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.343311,-122.08239,516,24.5,0.19379845,1.162790698,37.79069767,0.19379845,0.968992248,4.651162791,0.775193798,50.58139535,3.682170543,0,1,1,22,76,2.519379845,0.19,969,962,425.45,66.75,6.75,466.275,74,5
4.36942E+13,Nelson S. Dilworth Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.306593,-122.0081,432,21.6,0,0,90.97222222,0.231481481,0.462962963,0.462962963,0,6.944444444,0.925925926,0,1,2,14,84,6.944444444,1.39,992,988,444.05,80.5,1.75,517.175,93,1.75
4.36942E+13,Murdock-Portal Elementary,69419,Santa Clara,Cupertino Union,N,Elementary Schools (Public),K-5,37.303817,-121.99956,566,24.60869565,0,0,95.58303887,0,0,0,0,3.533568905,0.883392226,0,0,1,15,84,5.653710247,0.35,996,997,434.6,78.25,2.25,502.925,90.5,0.75
