"","lab","oak","wcc"
"1","White",12.2547512304051,12.2834173347173
"2","African American",29.6009264872981,18.5055675454294
"3","Latino",40.7386464605045,51.7047302678872
"4","Asian",11.3417812168591,15.2160783954704
"5","Native American",0.340775447551069,0.187700609441595
"6","Pacific Islander",1.14483791633599,0.907929663121586
"7","Multiple",3.26085832728087,1.14990183814556
"8","Not reported",1.31742291376515,0.0446743457869456
