"","lab","oak","wcc"
"1","White",6.73799074661271,8.37973747311131
"2","African American",33.2380154575655,19.1067720918389
"3","Latino",42.4748103114133,55.2410175493831
"4","Asian",11.4293427217424,15.7768183507822
"5","Native American",0.468751272915394,0.168169373778073
"6","Pacific Islander",1.6115706424172,0.973814720371324
"7","Multiple",2.54588152594702,0.910539745100721
"8","Not reported",1.05076275980858,0.0370797750640766
